C”DIGO;GRUPO/FAMILIA (Abrev.);Nome do produto;Bitola;Unidade;PreÁo Unit·rio;Cobre_kg;Aluminio_kg;PVC_kg;Skin_kg;Embalagem_kg;Peso_Total_kg;ObservaÁ„o;PVC_HEPR;Capa_PP_kg;PVC_Atox_kg;PVC_Emb_kg;Etiqueta_un
K121;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX HEPR 10,0MM ATOX†VERMELHO†1KV†90∫;10;M;8,806602564;7,8;0.0;2,27;0.0;0,0133;11,09;;0.0;0.0;0.0;0.0;0.0
K122;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX HEPR 10,0MM ATOX†AZUL†1KV†90∫;10;M;8,806602564;7,8;0.0;2,27;0.0;0,0133;11,09;;0.0;0.0;0.0;0.0;0.0
K123;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX HEPR 10,0MM ATOX†VERDE†1KV†90∫;10;M;8,806602564;7,8;0.0;2,27;0.0;0,0133;11,09;;0.0;0.0;0.0;0.0;0.0
K126;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX HEPR 10,0MM ATOX†AMARELO†1KV†90∫;10;M;8,806602564;7,8;0.0;2,27;0.0;0,0133;11,09;;0.0;0.0;0.0;0.0;0.0
K127;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX HEPR 10,0MM ATOX†BRANCO†1KV†90∫;10;M;8,806602564;7,8;0.0;2,27;0.0;0,0133;11,09;;0.0;0.0;0.0;0.0;0.0
K128;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX HEPR 16,0MM ATOX†AMARELO†1KV†90∫;16;M;13,38269231;11,9;0.0;3,1;0.0;0,0133;16,52;;0.0;0.0;0.0;0.0;0.0
K136;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX HEPR 10,0MM ATOX†VERDE†1KV†90∫;10;M;8,806602564;7,8;0.0;2,27;0.0;0,0133;11,09;;0.0;0.0;0.0;0.0;0.0
K137;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX HEPR 25,0MM ATOX†VERDE†1KV†90∫;25;M;20,01096154;17,7;0.0;5,54;0.0;0,0133;25,47;;0.0;0.0;0.0;0.0;0.0
K138;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX HEPR 50,0MM ATOX†PRETO†1KV†90∫;50;M;37,31858974;33,5;0.0;8;0.0;0,0133;44,6;;0.0;0.0;0.0;0.0;0.0
K139;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX HEPR 50,0MM ATOX†AZUL†1KV†90∫;50;M;37,31858974;33,5;0.0;8;0.0;0,0133;44,6;;0.0;0.0;0.0;0.0;0.0
K140;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX HEPR 50,0MM ATOX†VERDE†1KV†90∫;50;M;37,31858974;33,5;0.0;8;0.0;0,0133;44,6;;0.0;0.0;0.0;0.0;0.0
K141;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX HEPR 70,0MM ATOX†VERDE†1KV†90∫;70;M;53,14487179;47,4;0.0;13;0.0;0,0133;65,4;;0.0;0.0;0.0;0.0;0.0
K147;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX HEPR 150,0MM ATOX†AZUL 1KV†90∫;150;M;120,8410256;107,5;0.0;29;0.0;0,0133;149,5;;0.0;0.0;0.0;0.0;0.0
K148;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX HEPR 150,0MM ATOX†PRETO 1KV†90∫;150;M;120,8410256;107,5;0.0;29;0.0;0,0133;149,5;;0.0;0.0;0.0;0.0;0.0
K149;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX HEPR 185,0MM ATOX†PRETO 1KV†90∫;185;M;144,5397436;130;0.0;27;0.0;0,0133;170;;0.0;0.0;0.0;0.0;0.0
K150;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX HEPR 185,0MM ATOX†AZUL 1KV†90∫;185;M;144,5397436;130;0.0;27;0.0;0,0133;170;;0.0;0.0;0.0;0.0;0.0
K152;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX HEPR 16,0MM ATOX†PRETO†1KV†90∫;16;M;13,38269231;11,9;0.0;3,1;0.0;0,0133;16,52;;0.0;0.0;0.0;0.0;0.0
K153;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX HEPR 25,0MM ATOX†PRETO†1KV†90∫;25;M;20,01096154;17,7;0.0;5,54;0.0;0,0133;25,47;;0.0;0.0;0.0;0.0;0.0
K106;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX HEPR 35,0MM ATOX†PRETO†1KV†90∫;35;M;26,99660256;24,22;0.0;5,6;0.0;0,0133;32,23;;0.0;0.0;0.0;0.0;0.0
K120;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX HEPR 10,0MM ATOX†PRETO†1KV†90∫;10;M;8,806602564;7,8;0.0;2,27;0.0;0,0133;11,09;;0.0;0.0;0.0;0.0;0.0
K129;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX HEPR 16,0MM ATOX†VERDE†1KV†90∫;16;M;13,38269231;11,9;0.0;3,1;0.0;0,0133;16,52;;0.0;0.0;0.0;0.0;0.0
K130;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX HEPR 16,0MM ATOX†BRANCO†1KV†90∫;16;M;13,38269231;11,9;0.0;3,1;0.0;0,0133;16,52;;0.0;0.0;0.0;0.0;0.0
K131;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX HEPR 16,0MM ATOX†AZUL†1KV†90∫;16;M;13,38269231;11,9;0.0;3,1;0.0;0,0133;16,52;;0.0;0.0;0.0;0.0;0.0
K134;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX HEPR 10,0MM ATOX†PRETO†1KV†90∫;10;M;8,806602564;7,8;0.0;2,27;0.0;0,0133;11,09;;0.0;0.0;0.0;0.0;0.0
K135;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX HEPR 10,0MM ATOX†AZUL†1KV†90∫;10;M;8,806602564;7,8;0.0;2,27;0.0;0,0133;11,09;;0.0;0.0;0.0;0.0;0.0
K142;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX HEPR 95,0MM ATOX†VERDE†1KV†90∫;95;M;74,31025641;66,2;0.0;17;0.0;0,0133;91,2;;0.0;0.0;0.0;0.0;0.0
K143;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX HEPR 95,0MM ATOX†PRETO 1KV†90∫;95;M;74,31025641;66,2;0.0;17;0.0;0,0133;91,2;;0.0;0.0;0.0;0.0;0.0
K144;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX HEPR 95,0MM ATOX†AZUL 1KV†90∫;95;M;74,31025641;66,2;0.0;17;0.0;0,0133;91,2;;0.0;0.0;0.0;0.0;0.0
K145;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX HEPR 120,0MM ATOX†PRETO 1KV†90∫;120;M;94,13910256;86;0.0;10,5;0.0;0,0133;102,5;;0.0;0.0;0.0;0.0;0.0
K146;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX HEPR 120,0MM ATOX†AZUL 1KV†90∫;120;M;94,13910256;86;0.0;10,5;0.0;0,0133;102,5;;0.0;0.0;0.0;0.0;0.0
K154;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX HEPR 70,0MM ATOX†PRETO†1KV†90∫;70;M;53,14487179;47,4;0.0;13;0.0;0,0133;65,4;;0.0;0.0;0.0;0.0;0.0
K005;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 16,0MM VERMELHO 1KV 90∫;16;M;13,38269231;11,9;0.0;3,1;0.0;0,0133;16,52;;0.0;0.0;0.0;0.0;0.0
K001;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 10,0MM PRETO 1KV 90∫;10;M;8,806602564;7,8;0.0;2,27;0.0;0,0133;11,09;;0.0;0.0;0.0;0.0;0.0
K002;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 10,0MM VERMELHO 1KV 90∫;10;M;8,806602564;7,8;0.0;2,27;0.0;0,0133;11,09;;0.0;0.0;0.0;0.0;0.0
K008;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 25,0MM VERMELHO 1KV 90∫;25;M;20,01096154;17,7;0.0;5,54;0.0;0,0133;25,47;;0.0;0.0;0.0;0.0;0.0
K009;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 25,0MM AZUL 1KV 90∫;25;M;20,01096154;17,7;0.0;5,54;0.0;0,0133;25,47;;0.0;0.0;0.0;0.0;0.0
K010;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 35,0MM PRETO 1KV 90∫;35;M;26,99660256;24,22;0.0;5,6;0.0;0,0133;32,23;;0.0;0.0;0.0;0.0;0.0
K011;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 35,0MM VERMELHO 1KV 90∫;35;M;26,99660256;24,22;0.0;5,6;0.0;0,0133;32,23;;0.0;0.0;0.0;0.0;0.0
K012;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 35,0MM AZUL 1KV 90∫;35;M;26,99660256;24,22;0.0;5,6;0.0;0,0133;32,23;;0.0;0.0;0.0;0.0;0.0
K024;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 120,0MM VERMELHO 1KV 90∫;120;M;94,13910256;86;0.0;10,5;0.0;0,0133;102,5;;0.0;0.0;0.0;0.0;0.0
K035;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 35,0MM VERDE 1KV 90∫;35;M;26,99660256;24,22;0.0;5,6;0.0;0,0133;32,23;;0.0;0.0;0.0;0.0;0.0
K037;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 6,0MM PRETO 1KV 90∫;6;M;0;0;0.0;0;0.0;0,0133;0;;0.0;0.0;0.0;0.0;0.0
K038;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR  4,0MM AZUL 1KV 90∫;4;M;0;0;0.0;0;0.0;0,0133;0;;0.0;0.0;0.0;0.0;0.0
K039;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR  4,0MM VERDE 1KV 90∫;4;M;0;0;0.0;0;0.0;0,0133;0;;0.0;0.0;0.0;0.0;0.0
K050;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 6,0MM BRANCO 1KV 90∫;6;M;0;0;0.0;0;0.0;0,0133;0;;0.0;0.0;0.0;0.0;0.0
K051;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 6,0MM VERMELHO 1KV 90∫;6;M;0;0;0.0;0;0.0;0,0133;0;;0.0;0.0;0.0;0.0;0.0
K016;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 70,0MM PRETO 1KV 90∫;70;M;53,14487179;47,4;0.0;13;0.0;0,0133;65,4;;0.0;0.0;0.0;0.0;0.0
K017;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 70,0MM VERMELHO 1KV 90∫;70;M;53,14487179;47,4;0.0;13;0.0;0,0133;65,4;;0.0;0.0;0.0;0.0;0.0
K018;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 70,0MM AZUL 1KV 90∫;70;M;53,14487179;47,4;0.0;13;0.0;0,0133;65,4;;0.0;0.0;0.0;0.0;0.0
K019;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 95,0MM PRETO 1KV 90∫;95;M;74,31025641;66,2;0.0;17;0.0;0,0133;91,2;;0.0;0.0;0.0;0.0;0.0
K053;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR  4,0MM BRANCO 1KV 90∫;4;M;0;0;0.0;0;0.0;0,0133;0;;0.0;0.0;0.0;0.0;0.0
K054;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR  4,0MM CINZA 1KV 90∫;4;M;0;0;0.0;0;0.0;0,0133;0;;0.0;0.0;0.0;0.0;0.0
K055;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 70,0MM VERDE 1KV 90∫;70;M;53,14487179;47,4;0.0;13;0.0;0,0133;65,4;;0.0;0.0;0.0;0.0;0.0
K056;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 95,0MM VERDE 1KV 90∫;95;M;74,31025641;66,2;0.0;17;0.0;0,0133;91,2;;0.0;0.0;0.0;0.0;0.0
K058;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 150,0MM AZUL 1KV 90∫;150;M;120,8410256;107,5;0.0;29;0.0;0,0133;149,5;;0.0;0.0;0.0;0.0;0.0
K062;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETREFLEX HEPR 6,0MM AZUL 1KV 90∫;6;M;0;0;0.0;0;0.0;0,0133;0;;0.0;0.0;0.0;0.0;0.0
K063;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETREFLEX HEPR 6,0MM VERDE 1KV 90∫;6;M;0;0;0.0;0;0.0;0,0133;0;;0.0;0.0;0.0;0.0;0.0
K064;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETREFLEX HEPR 240,0MM AZUL 1KV 90∫;240;M;183,4692308;164,5;0.0;36;0.0;0,0133;218,5;;0.0;0.0;0.0;0.0;0.0
K070;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 16,0MM AMARELO 1KV 90∫;16;M;13,38269231;11,9;0.0;3,1;0.0;0,0133;16,52;;0.0;0.0;0.0;0.0;0.0
K091;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 10,0MM AMARELO 1KV 90∫;10;M;8,806602564;7,8;0.0;2,27;0.0;0,0133;11,09;;0.0;0.0;0.0;0.0;0.0
K093;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 95,0MM AMARELO 1KV 90∫;95;M;74,31025641;66,2;0.0;17;0.0;0,0133;91,2;;0.0;0.0;0.0;0.0;0.0
K098;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 150,0MM AMARELO 1KV 90∫;150;M;120,8410256;107,5;0.0;29;0.0;0,0133;149,5;;0.0;0.0;0.0;0.0;0.0
K099;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR  25,0MM CINZA 1KV 90∫;25;M;20,01096154;17,7;0.0;5,54;0.0;0,0133;25,47;;0.0;0.0;0.0;0.0;0.0
K100;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR  10,0MM CINZA 1KV 90∫;10;M;8,806602564;7,8;0.0;2,27;0.0;0,0133;11,09;;0.0;0.0;0.0;0.0;0.0
K110;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 1,0MM PRETO 1KV 90∫;1;M;0;0;0.0;0;0.0;0,0133;0;;0.0;0.0;0.0;0.0;0.0
K111;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 1,0MM VERDE 1KV 90∫;1;M;0;0;0.0;0;0.0;0,0133;0;;0.0;0.0;0.0;0.0;0.0
K112;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 1,0MM AMARELO 1KV 90∫;1;M;0;0;0.0;0;0.0;0,0133;0;;0.0;0.0;0.0;0.0;0.0
K113;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 1,0MM AZUL 1KV 90∫;1;M;0;0;0.0;0;0.0;0,0133;0;;0.0;0.0;0.0;0.0;0.0
K114;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 1,0MM CINZA 1KV 90∫;1;M;0;0;0.0;0;0.0;0,0133;0;;0.0;0.0;0.0;0.0;0.0
K013;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 50,0MM PRETO 1KV 90∫;50;M;37,31858974;33,5;0.0;8;0.0;0,0133;44,6;;0.0;0.0;0.0;0.0;0.0
K014;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 50,0MM VERMELHO 1KV 90∫;50;M;37,31858974;33,5;0.0;8;0.0;0,0133;44,6;;0.0;0.0;0.0;0.0;0.0
K015;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 50,0MM AZUL 1KV 90∫;50;M;37,31858974;33,5;0.0;8;0.0;0,0133;44,6;;0.0;0.0;0.0;0.0;0.0
K007;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 25,0MM PRETO 1KV 90∫;25;M;20,01096154;17,7;0.0;5,54;0.0;0,0133;25,47;;0.0;0.0;0.0;0.0;0.0
K025;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 50,0MM VERDE 1KV 90∫;50;M;37,31858974;33,5;0.0;8;0.0;0,0133;44,6;;0.0;0.0;0.0;0.0;0.0
K026;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 25,0MM VERDE 1KV 90∫;25;M;20,01096154;17,7;0.0;5,54;0.0;0,0133;25,47;;0.0;0.0;0.0;0.0;0.0
K030;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 16,0MM BRANCO 1KV 90∫;16;M;13,38269231;11,9;0.0;3,1;0.0;0,0133;16,52;;0.0;0.0;0.0;0.0;0.0
K031;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 50,0MM BRANCO 1KV 90∫;50;M;37,31858974;33,5;0.0;8;0.0;0,0133;44,6;;0.0;0.0;0.0;0.0;0.0
K033;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 10,0MM VERDE 1KV 90∫;10;M;8,806602564;7,8;0.0;2,27;0.0;0,0133;11,09;;0.0;0.0;0.0;0.0;0.0
K034;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR  4,0MM VERMELHO 1KV 90∫;4;M;0;0;0.0;0;0.0;0,0133;0;;0.0;0.0;0.0;0.0;0.0
K041;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR  4,0MM PRETO 1KV 90∫;4;M;0;0;0.0;0;0.0;0,0133;0;;0.0;0.0;0.0;0.0;0.0
K042;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 35,0MM BRANCO 1KV 90∫;35;M;26,99660256;24,22;0.0;5,6;0.0;0,0133;32,23;;0.0;0.0;0.0;0.0;0.0
K003;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 10,0MM AZUL 1KV 90∫;10;M;8,806602564;7,8;0.0;2,27;0.0;0,0133;11,09;;0.0;0.0;0.0;0.0;0.0
K004;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 16,0MM PRETO 1KV 90∫;16;M;13,38269231;11,9;0.0;3,1;0.0;0,0133;16,52;;0.0;0.0;0.0;0.0;0.0
K006;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 16,0MM AZUL 1KV 90∫;16;M;13,38269231;11,9;0.0;3,1;0.0;0,0133;16,52;;0.0;0.0;0.0;0.0;0.0
K047;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 70,0MM BRANCO 1KV 90∫;70;M;53,14487179;47,4;0.0;13;0.0;0,0133;65,4;;0.0;0.0;0.0;0.0;0.0
K049;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 120,0MM VERDE 1KV 90∫;120;M;94,13910256;86;0.0;10,5;0.0;0,0133;102,5;;0.0;0.0;0.0;0.0;0.0
K020;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 95,0MM AZUL 1KV 90∫;95;M;74,31025641;66,2;0.0;17;0.0;0,0133;91,2;;0.0;0.0;0.0;0.0;0.0
K022;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 120,0MM PRETO 1KV 90∫;120;M;94,13910256;86;0.0;10,5;0.0;0,0133;102,5;;0.0;0.0;0.0;0.0;0.0
K023;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 120,0MM AZUL 1KV 90∫;120;M;94,13910256;86;0.0;10,5;0.0;0,0133;102,5;;0.0;0.0;0.0;0.0;0.0
K052;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR  4,0MM AMARELO 1KV 90∫;4;M;0;0;0.0;0;0.0;0,0133;0;;0.0;0.0;0.0;0.0;0.0
K048;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 240,0MM PRETO 1KV 90∫;240;M;183,4692308;164,5;0.0;36;0.0;0,0133;218,5;;0.0;0.0;0.0;0.0;0.0
K036;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 185,0MM PRETO 1KV 90∫;185;M;144,5397436;130;0.0;27;0.0;0,0133;170;;0.0;0.0;0.0;0.0;0.0
K032;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 150,0MM PRETO 1KV 90∫;150;M;120,8410256;107,5;0.0;29;0.0;0,0133;149,5;;0.0;0.0;0.0;0.0;0.0
K067;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 150,0MM VERDE 1KV 90∫;150;M;120,8410256;107,5;0.0;29;0.0;0,0133;149,5;;0.0;0.0;0.0;0.0;0.0
K071;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETREFLEX HEPR 240,0MM VERDE 1KV 90∫;240;M;183,4692308;164,5;0.0;36;0.0;0,0133;218,5;;0.0;0.0;0.0;0.0;0.0
K072;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 25,0MM AMARELO 1KV 90∫;25;M;20,01096154;17,7;0.0;5,54;0.0;0,0133;25,47;;0.0;0.0;0.0;0.0;0.0
K086;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 95,0MM BRANCO 1KV 90∫;95;M;74,31025641;66,2;0.0;17;0.0;0,0133;91,2;;0.0;0.0;0.0;0.0;0.0
K087;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETREFLEX HEPR 6,0MM AMARELO 1KV 90∫;6;M;0;0;0.0;0;0.0;0,0133;0;;0.0;0.0;0.0;0.0;0.0
K088;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETREFLEX HEPR 6,0MM CINZA 1KV 90∫;6;M;0;0;0.0;0;0.0;0,0133;0;;0.0;0.0;0.0;0.0;0.0
K094;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 150,0MM BRANCO 1KV 90∫;150;M;120,8410256;107,5;0.0;29;0.0;0,0133;149,5;;0.0;0.0;0.0;0.0;0.0
K095;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 150,0MM VERMELHO 1KV 90∫;150;M;120,8410256;107,5;0.0;29;0.0;0,0133;149,5;;0.0;0.0;0.0;0.0;0.0
K101;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETREFLEX HEPR 240,0MM VERMELHO 1KV 90∫;240;M;183,4692308;164,5;0.0;36;0.0;0,0133;218,5;;0.0;0.0;0.0;0.0;0.0
K102;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETREFLEX HEPR 240,0MM BRANCO 1KV 90∫;240;M;183,4692308;164,5;0.0;36;0.0;0,0133;218,5;;0.0;0.0;0.0;0.0;0.0
K103;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR  25,0MM LARANJA 1KV 90∫;25;M;20,01096154;17,7;0.0;5,54;0.0;0,0133;25,47;;0.0;0.0;0.0;0.0;0.0
K115;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 1,0MM VERMELHO 1KV 90∫;1;M;0;0;0.0;0;0.0;0,0133;0;;0.0;0.0;0.0;0.0;0.0
K116;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 10,0MM MARROM 1KV 90∫;10;M;8,806602564;7,8;0.0;2,27;0.0;0,0133;11,09;;0.0;0.0;0.0;0.0;0.0
K124;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 16,0MM CINZA 1KV 90∫;16;M;13,38269231;11,9;0.0;3,1;0.0;0,0133;16,52;;0.0;0.0;0.0;0.0;0.0
K125;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 16,0MM MARROM 1KV 90∫;16;M;13,38269231;11,9;0.0;3,1;0.0;0,0133;16,52;;0.0;0.0;0.0;0.0;0.0
K028;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 16,0MM VERDE 1KV 90∫;16;M;13,38269231;11,9;0.0;3,1;0.0;0,0133;16,52;;0.0;0.0;0.0;0.0;0.0
K027;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 25,0MM BRANCO 1KV 90∫;25;M;20,01096154;17,7;0.0;5,54;0.0;0,0133;25,47;;0.0;0.0;0.0;0.0;0.0
K029;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 10,0MM BRANCO 1KV 90∫;10;M;8,806602564;7,8;0.0;2,27;0.0;0,0133;11,09;;0.0;0.0;0.0;0.0;0.0
K073;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 70,0MM AMARELO 1KV 90∫;70;M;53,14487179;47,4;0.0;13;0.0;0,0133;65,4;;0.0;0.0;0.0;0.0;0.0
K074;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 50,0MM AMARELO 1KV 90∫;50;M;37,31858974;33,5;0.0;8;0.0;0,0133;44,6;;0.0;0.0;0.0;0.0;0.0
K075;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 120,0MM AMARELO 1KV 90∫;120;M;94,13910256;86;0.0;10,5;0.0;0,0133;102,5;;0.0;0.0;0.0;0.0;0.0
K076;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 120,0MM BRANCO 1KV 90∫;120;M;94,13910256;86;0.0;10,5;0.0;0,0133;102,5;;0.0;0.0;0.0;0.0;0.0
K080;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 35,0MM AMARELO 1KV 90∫;35;M;26,99660256;24,22;0.0;5,6;0.0;0,0133;32,23;;0.0;0.0;0.0;0.0;0.0
